物件名稱,售價,經度,緯度,屋齡
精美角窗黃金店面/2樓~B1,9988.0,121.525418643,25.0389617426,32.1
博愛特區三室車,4800.0,121.511554896,25.0446517175,10.4
捷運台電大樓站旁純金雙店面,6150.0,121.522741536,25.0205712927,49.1
元利群英高樓層$,12630.0,121.521719622,25.0427282025,20.2
博愛特區美妝豪華3房+車位,4800.0,121.511554896,25.0446517175,10.4
台北車站麥當勞店面,10998.0,121.514496274,25.0457596421,37.5
捷運古亭面寬店王,12800.0,121.522257117,25.0246607499,39.5
古亭捷運站口商三8米巷金店面,5388.0,121.521305652,25.0276673613,19.0
台電大樓捷運低總2房,1380.0,121.527410484,25.0211667312,49.8
稀有商四黃金透天店面,26800.0,121.516426696,25.0445955884,64.7
蛋黃區稀有商四邊間透天,19800.0,121.516015474,25.044103445,48.3
北車信陽透天鑽石店面,26800.0,121.516426696,25.0445955884,62.3
正忠孝東路玻璃帷幕純辦,18800.0,121.523990052,25.0445423636,43.3
仁愛路大面寬金店面,12888.0,121.528709341,25.0380438474,30.7
捷運東門超商三角窗店面,17800.0,121.525329981,25.035177896,47.8
032杭南住辦48~111坪A,6781.0,121.526455949,25.0430920772,40.6
D66善導寺捷運住辦,15488.0,121.526455949,25.0430920772,40.6
忠孝新生捷運超商,17282.0,121.53181179,25.0423969362,43.9
034杭南住辦48~111坪B,8707.0,121.526455949,25.0430920772,40.6
詔安街一樓,2988.0,121.51603097,25.0251054926,48.5
城中武昌站前B1店面,5280.0,121.512398865,25.0440139486,27.1
興盛【北車站前】麥當勞旁透天店,26800.0,121.516426696,25.0445955884,65.2
獨家專賣未來捷運南機場三角窗金,8600.0,121.506062065,25.0280834902,58.8
忠孝新生三角窗金店$,17282.0,121.53181179,25.0423969362,43.9
廈門都更店面,3480.0,121.517346636,25.0234871935,50.9
古亭同安大土地透天,5880.0,121.521091236,25.0230133515,63.5
河堤國小汀州路金店面,5980.0,121.52314667,25.0228546842,24.2
北車聯通地下街金店,22000.0,121.516669001,25.0453757138,40.8
力麒首御黃金店面,3600.0,121.517828939,25.0269345558,14.7
古亭捷運方正辦公,1988.0,121.521428411,25.0266545829,31.6
中正新隆準都更店住,11800.0,121.520002,25.032163,40.4
23正仁愛路大面寬金店面,12888.0,121.528709341,25.0380438474,30.7
昌承辦-中正國中優質靜巷屋新庭院一樓,4588.0,121.5259495,25.039105,15.4
D07双子星博愛特區金店面,15900.0,121.511410077,25.0433585684,37.2
南昌路捷運三角窗金店面,15000.0,121.517312534,25.031252988,23.9
國語實小植物園捷運黑土屋,2168.0,121.5082232,25.0295277,44.6
台大公館高樓景觀美宅,1988.0,121.534266824,25.014501361,20.3
▲商四南陽街商圈整棟透天,26800.0,121.5163916,25.0445162,63.9
臨沂街三角窗金店面,4850.0,121.530485067,25.0423320249,26.3
商二土地都更改建黑金寓,8900.0,121.524798356,25.0361001697,58.8
善導寺捷運企業辦,18800.0,121.523990052,25.0445423636,43.3
紀念堂捷運中正國中低總價金店面,2100.0,121.518201044,25.0333203745,35.9
仁愛精典東門捷運中正國中設籍首選,2088.0,121.527533842,25.0365890486,32.5
捷運古亭收租透天,5880.0,121.521091236,25.0230133515,63.6
北車站前商四人潮透天,26800.0,121.516426696,25.0445955884,65.4
BZ5公館捷運台大景觀住辦,3780.0,121.534266824,25.014501361,20.3
E3雙子星商圈三室車,5980.0,121.511547132,25.0447223722,10.4
北車城中博愛店王,26800.0,121.511368735,25.0445432166,27.4
北車城中博愛店王,26800.0,121.511368735,25.0445432166,27.4
中正商二置產美寓,8900.0,121.524798356,25.0361001697,58.8
博愛特區楓韻·石,13000.0,121.50975135,25.0339623185,11.6
新美齊頂級設備奢華標配,3408.0,121.531676101,25.033811565,7.7
古亭捷運路口面寬店面,3750.0,121.517542352,25.0256484131,8.7
忠孝新生7-11金店面,9500.0,121.532497778,25.0371480655,49.6
戀戀台大高樓景觀4米2,1988.0,121.534266824,25.014501361,20.3
K630奕品竹一樓,2970.0,121.517491698,25.0220802829,7.6
台北站前稀有商辦,8620.0,121.512176071,25.0450979987,28.5
公館邊間電梯三房,2780.0,121.530912212,25.01579542,44.9
堅信青年小套房,1266.0,121.509377663,25.0249600714,44.9
(專約)台電大樓站三大陽台全新裝潢,3298.0,121.527049078,25.020039362,58.0
廈門街三角窗店面,2999.0,121.518136,25.03227,6.8
廈門街三角窗店面,2999.0,121.518136,25.03227,6.8
中正紀州同安5,6288.0,121.520303598,25.0219965247,0.8
巨流河210度河景豪宅,9500.0,121.519953525,25.0211285998,6.9
無敵景觀鼎佳電梯大樓,5600.0,121.525831756,25.0212012447,47.5
中正學區三房美寓,3180.0,121.526463726,25.0367405049,42.8
獨賣中正國中低公設電梯方正大戶,5980.0,121.520768506,25.0316680676,42.7
興盛【北車站前】商四鉅富透店,8000.0,121.511598605,25.042555795,72.8
古亭捷運樹景電梯,2180.0,121.516386435,25.0270182213,47.8
溫暖設計美宅共築二人的時光,2680.0,121.517497614,25.0221725583,7.6
稀有釋出官巷一樓,6250.0,121.52654693,25.0406546921,43.0
東門捷運靜巷五房,4488.0,121.529455803,25.0359050606,59.6
正面紀念堂站.中正國中學區,5380.0,121.517944402,25.0342004053,46.3
水木清華三房,4180.0,121.519953525,25.0211285998,6.9
東門中正學區稀有釋出增值三房,3988.0,121.525329981,25.035177896,47.8
古亭換屋首選尊爵豪邸2樓,5988.0,121.520303598,25.0219965247,0.8
東門四房美廈,6880.0,121.526350654,25.0368234059,42.0
B213古亭低總價邊間大露台,1988.0,121.517497614,25.0221725583,7.6
古亭景觀精品宅,1988.0,121.517465365,25.0227114998,15.6
巨流河綠蔭河景3房車,4688.0,121.519953525,25.0211285998,6.9
S1469中正區雙併華廈,4980.0,121.507811713,25.0262816941,43.1
銅山街方正陽光屋雙出入口挑高3.6米有開窗,4800.0,121.526653361,25.0400606076,49.1
植物園站邊間大戶鼎佳,4980.0,121.507811713,25.0262816941,43.1
邊間黃金面寬1樓+地下室大店面,6300.0,121.514480147,25.0271355708,37.5
牯嶺公園書香一樓.庭院大車位,4488.0,121.518384054,25.0225614828,32.7
中正至美電梯三房+車位,3500.0,121.513743685,25.0266557408,18.3
中正國中電梯車位,8500.0,121.525910849,25.0363913925,46.8
A534近青年公園低公設2房,1268.0,121.509028918,25.0252732213,40.2
北車黃金店面,2300.0,121.514061846,25.0445767598,23.7
商二土地改建公寓,8900.0,121.524798356,25.0361001697,58.8
雙子星站前發財金店面,2890.0,121.514301952,25.0458766536,37.5
台電大樓捷運站旁黃金雙店面,4500.0,121.527138823,25.0210649787,49.8
中正紀念堂站傳家聚寶盆店面商辦,28500.0,121.518797574,25.0325652084,35.7
中正紀念堂站傳家聚寶盆店面商辦,28500.0,121.518797574,25.0325652084,35.7
中正紀念堂捷運商用大土地金透天,8900.0,121.517718946,25.0313289705,76.3
東門捷運豪宅雙車位,8800.0,121.527582711,25.0351712878,16.0
武昌商四透天店,8000.0,121.513854241,25.0439987956,73.2
古亭捷運低總價3房方正明亮一層一戶有陽台,2160.0,121.520687531,25.0224297994,51.8
捷運中正紀念堂稀有金店,5150.0,121.516214904,25.0299381507,40.5
北車城中博愛店王,26800.0,121.511368735,25.0445432166,27.4
北車城中博愛店王,26800.0,121.511368735,25.0445432166,27.4
捷運中正三角窗金店面,4380.0,121.516352366,25.0299692895,40.5
興盛【北車站前】真賺旺鋪,2300.0,121.514061846,25.0445767598,23.7
中正紀念堂美妝增值一樓,4160.0,121.522080966,25.0380316938,47.4
中正紀念堂站傳家聚寶盆店面商辦,20500.0,121.518797574,25.0325652084,35.7
中正紀念堂站傳家聚寶盆店面商辦,20500.0,121.518797574,25.0325652084,35.7
富璽金庫~中正紀念堂正金店面,25450.0,121.518842602,25.0325438707,35.7
古亭站新廈桂風軒,6388.0,121.520303598,25.0219965247,0.8
古亭站新廈雅集軒,6288.0,121.520303598,25.0219965247,0.8
商二土地穩定收租美寓,8900.0,121.524798356,25.0361001697,58.8
仁愛路大面寬都更大店面,13900.0,121.522917115,25.0384070518,44.8
仁愛路鑽石獨棟電梯別墅,38000.0,121.52579114,25.0387006251,13.7
古亭站新廈清吟軒,6088.0,121.520303598,25.0219965247,0.8
東門珍第豪邸,8800.0,121.527582711,25.0351712878,16.0
古亭站新廈觀雨軒,6488.0,121.520303598,25.0219965247,0.8
公館臺大商圈黃金3樓美寓,2500.0,121.532586456,25.0156475197,58.8
北車商四人潮店面,26800.0,121.516426696,25.0445955884,62.3
中正國中一樓3房+車位,5638.0,121.519725761,25.0271312769,17.8
古亭站新廈文會軒,6188.0,121.520303598,25.0219965247,0.8
獨家中正仁愛旭2房附車位,3998.0,121.52331737,25.0383688993,-1.0
城中稀有公寓三樓,2680.0,121.512190143,25.0446689099,35.2
博愛凱旋露臺戶大戶 商四分區,6800.0,121.511554896,25.0446517175,10.4
59新生V.S仁愛傳家金店面,13990.0,121.532615981,25.0440215098,47.4
J11古亭｜黃金店面｜中正風格,5388.0,121.521305652,25.0276673613,19.0
中正建中寧波金店面,5680.0,121.516164349,25.029926698,41.8
國家豪景大樓,15800.0,121.519167685,25.0212157004,33.6
中正紀念堂仁愛林森三角窗金店,9500.0,121.521636268,25.0385502687,48.5
立院群英高樓景觀四房,12630.0,121.521719622,25.0427282025,20.2
中正紀念堂稀有一樓,4160.0,121.522080966,25.0380316938,47.4
中正國中學區前後庭園有坡車一樓,6200.0,121.517583063,25.0294186861,34.0
台大商圈公館金店面,9800.0,121.534382262,25.0143962721,20.3
都更進行中黃金三樓,8900.0,121.524798356,25.0361001697,58.8
公館捷運站A+店面,9800.0,121.534382262,25.0143962721,20.3
中正國中附小晶鑽設籍,2498.0,121.518539274,25.0331533986,25.3
台電大樓OPUS ONE金店面,24300.0,121.528735467,25.019913791,10.2
戀戀台大捷運高樓景觀A1,5989.0,121.534266824,25.014501361,20.3
向陽雙子星2房,4587.0,121.512258592,25.0452378322,1.8
東門永康面寬美妝平緩一樓,5780.0,121.52927011,25.0358414328,56.8
中正國中庭院一樓,6200.0,121.517583063,25.0294186861,41.2
中正國中庭院一樓,6200.0,121.517583063,25.0294186861,34.0
中正國中電梯三房車位,5688.0,121.522037784,25.0272499676,36.7
中正國中低公設嘉龍小坪數稀有釋出,3500.0,121.525843807,25.0349232147,44.8
杭州南路金店面,8800.0,121.521785167,25.0290174955,44.7
C204台北市廈門街黃金店面,2999.0,121.517394364,25.0223899945,6.8
臨路邊間三角窗雙層店面（商二,2999.0,121.517394364,25.0223899945,6.8
廈門街三角窗店面,2999.0,121.517394364,25.0223899945,6.8
廈門街三角窗店面,2999.0,121.517394364,25.0223899945,6.8
廈門街商圈金店面,2999.0,121.517394364,25.0223899945,6.8
岦基心願黃金店面加辦公,2999.0,121.517394364,25.0223899945,6.8
中正紀念堂全新裝潢文青4室美寓,4160.0,121.522080966,25.0380316938,47.4
國語實小設籍3房美寓,2338.0,121.511481508,25.028821478,46.9
國語實小設籍3房美寓,2338.0,121.511481508,25.028821478,46.9
台電捷運金三角旺店,24300.0,121.528735467,25.019913791,10.2
親友專任!站前商圈弘道國中,1560.0,121.512049885,25.0459140366,18.4
北車博愛特區收租金店,26800.0,121.511368735,25.0445432166,27.4
角間透天黃金店面,13680.0,121.529101156,25.039873585,58.8
台北車站前透天厝,26800.0,121.516426696,25.0445955884,62.3
中正國中/市大附小學區宅(A),2460.0,121.518539274,25.0331533986,25.3
中正國中/市大附小學區宅,2498.0,121.518539274,25.0331533986,25.3
國語實小設籍3房美寓,2338.0,121.511481508,25.028821478,46.9
國語實小設籍3房美寓,2338.0,121.511481508,25.028821478,46.9
台電大樓站三角窗黃金店面,24300.0,121.528735467,25.019913791,10.2
中正杭州豪邸景觀頂樓,11800.0,121.526299627,25.0417335575,18.2
2~7樓一層一戶古亭豪邸,37428.0,121.520303598,25.0219965247,0.8
戀戀台大漂亮窗景附平車,4080.0,121.534266824,25.014501361,20.3
四方來財!古亭一層一戶四樓豪邸,6188.0,121.520303598,25.0219965247,0.8
E011信陽商四透天邊間店面,26800.0,121.516426696,25.0445955884,54.4
紀州同安金店面,4340.0,121.520303598,25.0219965247,0.8
超新!古亭河畔一層一戶豪邸,5988.0,121.520303598,25.0219965247,0.8
古亭全新一層一戶六樓3房豪邸,6388.0,121.520303598,25.0219965247,0.8
三陽開泰!古亭三房一層一戶豪邸,6088.0,121.520303598,25.0219965247,0.8
近紀州庵森林一層一戶五樓美宅,6288.0,121.520303598,25.0219965247,0.8
古亭頂級高樓河畔美景三房豪邸,6488.0,121.520303598,25.0219965247,0.8
古亭捷運同安商圈大空間靜巷一樓,3988.0,121.522202148,25.0252816811,47.8
景觀大四房精裝豪邸,9888.0,121.517713753,25.0269707804,14.7
東門崗石氣派大兩房豪邸,4588.0,121.531536104,25.0370095343,15.5
超威挑高明亮人潮潛力增值黃金店,1768.0,121.512616829,25.0266263033,9.6
北車站前商四黑金土地邊間透天,19800.0,121.516015474,25.044103445,65.7
近捷運中正學區沒人住過可兩房-昌承辦,4450.0,,,1.0
台大三角窗旗艦金店,24300.0,121.528774658,25.0198802099,10.2
中正金鑽古亭捷運二房車,3380.0,121.522167815,25.0258409669,29.3
鄰植物園美公寓,3200.0,121.509889701,25.033405122,54.3
古亭換屋首選尊爵豪邸6樓,6388.0,121.520303598,25.0219965247,0.8
古亭換屋首選尊爵豪邸4樓,6188.0,121.520303598,25.0219965247,0.8
古亭換屋首選尊爵豪邸7樓,6488.0,121.520303598,25.0219965247,0.8
古亭換屋首選尊爵豪邸5樓,6288.0,121.520303598,25.0219965247,0.8
古亭換屋首選尊爵豪邸3樓,6088.0,121.520303598,25.0219965247,0.8
台北官邸靜巷人文豪邸,14988.0,121.526851,25.0425013,13.8
新美齊PARK259高樓精裝宅,8938.0,121.531676101,25.033811565,7.7
新美齊PARK259精品宅,3219.0,121.531610821,25.0338253407,7.7
新美齊硯角間店面,21200.0,121.510857097,25.0429385396,1.3
站前美食街透天,26800.0,121.516426696,25.0445955884,62.3
台電捷運三角窗金店面,24300.0,121.5286642,25.0198309,10.2
北車博愛特區金母雞,26800.0,121.511368735,25.0445432166,27.4
濟南路收租店面,13800.0,121.529599166,25.040824161,43.4
昇陽全新美妝兩房,2889.0,121.510358228,25.0444451284,8.2
中正區美妝、學區、三房,2088.0,121.512942811,25.0244544935,49.4
泉州整新採光通風方正三房,2088.0,121.512942811,25.0244544935,49.4
C08中正泉州靜巷生活三房,2088.0,121.512942811,25.0244544935,49.4
信陽街精美地上權3室-C戶,799.0,121.516604207,25.0446964299,46.1
美麗華3房車位,3680.0,121.514823694,25.0274495656,44.3
泰安御璽尚品生活美邸,8980.0,121.527403091,25.0401809731,17.3
信陽街精美地上權3室-D戶,668.0,121.516604207,25.0446964299,46.1
豪宅阿亮~寧波西街金店面,5680.0,121.516164349,25.029926698,41.8
冠德中正名門捷運學區景觀高樓,4600.0,121.517308514,25.0309373561,33.8
中正紀念堂仁愛靜巷華廈,6880.0,121.526377597739,25.0368387437589,42.0
信陽街精美地上權3室-B戶,999.0,121.516604207,25.0446964299,46.1
信陽街精美地上權2室-A戶,839.0,121.516604207,25.0446964299,46.1
自由規劃超大五房空間,3628.0,121.50841411,25.0257714944,41.2
【台大商圈出租獨棟大廈】,3316.0,121.532724657,25.014962718,40.6
北門捷運燙金店面,22000.0,121.51087532,25.0460463041,35.5
站前透天店面,26800.0,121.516426696,25.0445955884,62.7
三元金店面,3980.0,121.512249987,25.0275481365,51.2
北車站前黃金三角窗店面,33000.0,121.514872613,25.0460748669,49.1
稀有重慶南路三角窗金店面,9500.0,121.514846861798,25.0304265973581,5.6
台大公館商圈樓中樓4+2房美寓,4668.0,121.53140873,25.0166386081,30.4
中正學區聚財屋,2288.0,121.521681883,25.0277227022,23.3
汀州路小坪數持分角地,550.0,121.527181,25.020229,
台北市近古亭捷運低公設2室,2680.0,121.518757,25.0263209,44.1
師大路都更黃金店面,4850.0,121.526561379433,25.0209672765409,69.7
新隆國宅都更店面,7100.0,121.520492782,25.0330786334,40.4
台電捷運一樓,2600.0,121.525447315,25.021454196,52.9
中正傳家精美大戶,17588.0,121.519496009,25.0312963836,16.9
BZ6雙連｜時尚之星品味宅,1360.0,121.517353648,25.0566684776,16.3
DZ6好光景美麗河畔兩房車,3988.0,121.509443681,25.0707429201,18.8
FZ1圓山｜邊間｜大三房美寓,1888.0,121.51654846,25.0757842113,43.2
EZ4捷運大橋頭站｜三房坡車,5088.0,121.513871182,25.0642925208,0.7
BZ4大橋頭捷運公寓三樓,998.0,121.50889959,25.0646001283,46.3
IZ4稀有圓山傳家大戶宅邸,5350.0,121.511824101,25.0722533777,14.8
C6永田町大邊間採光大樓,5385.0,121.516385435,25.0550746771,13.0
HZ4圓山捷運稀有低總頂家,1380.0,121.516368959,25.0714615359,45.4
I10近捷運稀有都更透天,4180.0,121.515702533,25.0636705932,66.8
EZ9金瑞山優質可2房,2980.0,121.511405565,25.0581532917,2.3
DZ4台北雙星｜低總兩房,1688.0,121.511111482,25.0536731167,47.3
JZ6重慶傳家金店,9999.0,121.513979551,25.0511938949,102.6
CZ6京站雙子星高樓美屋A,765.0,121.517822021,25.048917084,16.7
EZ5大稻埕古色古香文創古宅,2220.0,121.508457399,25.0551870258,3.0
FZ6民權西路｜捷運大三房,2998.0,121.517204379,25.0631131075,38.3
CZ9當代一號院｜2房露台車,2880.0,121.51357812339,25.0697079846206,-1.0
新碩文曲電梯三房坡平車位,4670.0,121.513818278,25.0581171019,0.9
C6永田町高樓景觀美宅,3198.0,121.516385435,25.0550746771,13.0
C6永田町發發邊間大戶,8588.0,121.516385435,25.0550746771,13.0
J4雙子星住辦一樓地下室,5335.0,121.507762069,25.0523350942,39.2
I10圓山透天收租土地持分大,16880.0,121.515960623,25.0708069677,59.5
F4台北雙星｜電梯三房華廈,2688.0,121.509317356,25.0537641061,48.5
CZ6京站雙子星大房美屋,1537.0,121.517822021,25.048917084,16.7
J10捷運邊間美景純辦,3310.0,121.513700201,25.0606859686,32.2
大稻埕煙火邊間獨棟鼎家,1750.0,121.508942932,25.0569734205,55.6
